title,character_name,actor_name,sympathy_coding,arc_presence,arc_direction,confidence_arc,reasoning_arc
Anyone But You,Margaret,Charlee Fraser,neutral,flat,none,low,Margaret appears to be a minor character with limited development and a neutral role in the story.
Anyone But You,Beau,Joe Davidson,neutral,flat,none,low,Beau appears to be a minor character with limited development and unclear impact on the main narrative.
Anyone But You,Roger,Bryan Brown,neutral,flat,none,low,Roger is a minor character with limited development and does not significantly impact the main narrative.
Anyone But You,Carol,Michelle Hurd,neutral,flat,none,low,Carol appears to be a minor character with limited development and a functional role in the story.
Psycho,Norman Bates,Anthony Perkins,antagonist,significant,negative,high,Norman Bates is primarily portrayed as an antagonist whose complex psychological issues lead to significant internal transformation and a negative trajectory throughout the story.
Psycho,Marion Crane,Janet Leigh,protagonist,significant,negative,high,"Marion Crane is a central character whose moral choices lead to her tragic downfall, eliciting sympathy from the audience."
Psycho,Lila Crane,Vera Miles,protagonist,significant,positive,high,"Lila Crane is a central character who actively seeks to uncover the truth about her sister's disappearance, showcasing her determination and moral integrity."
Psycho,Sam Loomis,John Gavin,protagonist,minor,positive,medium,"Sam Loomis is portrayed as a caring character who seeks to help Marion and ultimately tries to uncover the truth, but his development is not deeply explored."
Psycho,Milton Arbogast,Martin Balsam,neutral,flat,none,medium,Milton Arbogast serves primarily as a functional character in the plot without significant development or change.
Psycho,Al Chambers,John McIntire,neutral,flat,none,low,Al Chambers is a minor character in 'Psycho' with limited development and a functional role in the plot.
Psycho,Fred Richman,Simon Oakland,neutral,flat,none,medium,Fred Richman serves a functional role in the plot without significant character development or emotional engagement with the audience.
Psycho,Tom Cassidy,Frank Albertson,neutral,flat,none,low,Tom Cassidy is a minor character in 'Psycho' with limited development and does not evoke strong feelings from the audience.
Psycho,Caroline,Patricia Hitchcock,neutral,flat,none,low,Caroline is a minor character with limited development and does not significantly impact the main narrative.
Psycho,George Lowery,Vaughn Taylor,neutral,flat,none,low,George Lowery is a minor character with limited development and does not evoke strong feelings from the audience.
Psycho,Mrs. Chambers,Lurene Tuttle,neutral,flat,none,low,Mrs. Chambers is a minor character with limited development and serves a functional role in the plot.
Psycho,California Charlie,John Anderson,neutral,flat,none,low,California Charlie is a minor character with limited development and does not significantly impact the story.
Psycho,Highway Patrol Officer,Mort Mills,neutral,flat,none,low,The Highway Patrol Officer is a minor character with limited development and serves a functional role in the plot.
Psycho,Policeman on Steps (uncredited),Fletcher Allen,neutral,flat,none,low,The character is uncredited and likely serves a functional role without significant development.
Psycho,Church Member (uncredited),Walter Bacon,neutral,flat,none,low,The character 'Church Member (uncredited)' has minimal screen time and does not undergo any meaningful development.
Psycho,(uncredited),Kit Carson,neutral,flat,none,low,The character is uncredited and likely serves a minimal role without significant development.
Psycho,Alan Deats (uncredited),Francis De Sales,neutral,flat,none,low,Alan Deats is an uncredited character with minimal screen time and no clear development or relationship with the audience.
Psycho,James Mitchell (uncredited),George Eldredge,neutral,flat,none,low,James Mitchell is an uncredited character with minimal screen time and no clear development or relationship with the audience.
Doctor Strange in the Multiverse of Madness,Doctor Stephen Strange,Benedict Cumberbatch,protagonist,significant,positive,high,Doctor Strange is the main character who undergoes significant growth in understanding his responsibilities and relationships throughout the film.
Doctor Strange in the Multiverse of Madness,America Chavez,Xochitl Gomez,protagonist,significant,positive,medium,"America Chavez is a central character who undergoes significant growth and development throughout the film, ultimately becoming a hero."
Doctor Strange in the Multiverse of Madness,Wanda Maximoff / The Scarlet Witch,Elizabeth Olsen,fallen,significant,negative,high,Wanda Maximoff starts as a sympathetic character but becomes antagonistic due to her actions driven by grief and desire for power.
Doctor Strange in the Multiverse of Madness,Baron Mordo,Chiwetel Ejiofor,antagonist,minor,negative,medium,"Baron Mordo opposes Doctor Strange and creates conflict, showing some growth but fundamentally remains antagonistic."
Doctor Strange in the Multiverse of Madness,Wong,Benedict Wong,protagonist,minor,positive,medium,"Wong is a supportive character who aids the protagonist and shows growth in his role, but does not undergo a significant transformation."
Doctor Strange in the Multiverse of Madness,Dr. Christine Palmer,Rachel McAdams,protagonist,minor,positive,medium,"Dr. Christine Palmer is a supportive character who aids the protagonist, showing some growth in her role but not undergoing a significant transformation."
Doctor Strange in the Multiverse of Madness,Tommy Maximoff,Jett Klyne,neutral,flat,none,low,Tommy Maximoff is a minor character with limited development and serves primarily to support the plot.
Doctor Strange in the Multiverse of Madness,Billy Maximoff,Julian Hilliard,neutral,flat,none,low,Billy Maximoff is a minor character with limited development and a functional role in the story.
Doctor Strange in the Multiverse of Madness,Dr. Nic West,Michael Stuhlbarg,neutral,flat,none,low,Dr. Nic West is a minor character with limited development and does not significantly impact the main narrative.
Doctor Strange in the Multiverse of Madness,Captain Carter,Hayley Atwell,protagonist,significant,positive,medium,Captain Carter is portrayed as a heroic figure who embodies strong values and undergoes meaningful development throughout the story.
Doctor Strange in the Multiverse of Madness,Black Bolt,Anson Mount,neutral,flat,none,medium,Black Bolt serves a functional role in the story without significant character development or a clear relationship with the audience.
Doctor Strange in the Multiverse of Madness,Captain Marvel,Lashana Lynch,neutral,flat,none,low,Captain Marvel's role in 'Doctor Strange in the Multiverse of Madness' is minimal and does not showcase significant character development.
Doctor Strange in the Multiverse of Madness,Reed Richards,John Krasinski,protagonist,flat,none,medium,Reed Richards appears as a supportive character without significant development in 'Doctor Strange in the Multiverse of Madness'.
Doctor Strange in the Multiverse of Madness,Professor Charles Xavier,Patrick Stewart,protagonist,significant,positive,high,"Professor Charles Xavier is a central character who embodies hope and guidance, and he undergoes a meaningful transformation in his role as a mentor and leader."
Doctor Strange in the Multiverse of Madness,Clea,Charlize Theron,neutral,flat,none,low,Clea is a minor character in the film with limited development and a functional role.
Doctor Strange in the Multiverse of Madness,Sara,Sheila Atim,neutral,flat,none,low,Sara is a minor character with limited development and does not significantly impact the main narrative.
Doctor Strange in the Multiverse of Madness,Rintrah (voice),Adam Hugill,neutral,flat,none,low,Rintrah is a minor character with limited development and does not significantly impact the main narrative.
Doctor Strange in the Multiverse of Madness,Pizza Poppa,Bruce Campbell,neutral,flat,none,low,Pizza Poppa is a minor character with limited development and serves a functional role in the story.
Doctor Strange in the Multiverse of Madness,Ultron (voice),Ross Marquand,antagonist,flat,none,medium,Ultron serves as a primary antagonist in the story without significant character development.
Doctor Strange in the Multiverse of Madness,Memory Lane Salesperson (voice),Andy Bale,neutral,flat,none,low,The Memory Lane Salesperson is a minor character with limited screen time and no significant development.
Thunderbolts*,Yelena Belova,Florence Pugh,protagonist,significant,positive,medium,"Yelena Belova is portrayed as a central character with a strong moral compass who evolves throughout the story, gaining depth and complexity."
Thunderbolts*,Bucky Barnes,Sebastian Stan,antihero,significant,positive,medium,"Bucky Barnes is often portrayed as a complex character with a troubled past, and in 'Thunderbolts', he likely continues to navigate his moral ambiguities while seeking redemption."
Thunderbolts*,Valentina Allegra de Fontaine,Julia Louis-Dreyfus,antihero,minor,ambiguous,medium,"Valentina Allegra de Fontaine is portrayed with morally ambiguous traits, making her a character the audience may root for despite questionable actions, but her development is not deeply explored."
Thunderbolts*,Robert Reynolds,Lewis Pullman,neutral,flat,none,low,Robert Reynolds is a minor character in 'Thunderbolts' with limited information available about his development or role.
Thunderbolts*,Alexei Shostakov,David Harbour,antihero,significant,positive,medium,"Alexei Shostakov is portrayed as a complex character with morally ambiguous actions, and he undergoes a meaningful transformation that leads to a more positive resolution."
Thunderbolts*,John Walker,Wyatt Russell,antihero,significant,ambiguous,medium,"John Walker is portrayed with morally complex traits, leading to a mixed audience perception as he navigates his role."
Thunderbolts*,Ava Starr,Hannah John-Kamen,antihero,significant,ambiguous,medium,"Ava Starr is portrayed with morally complex traits, leading the audience to root for her despite her questionable actions, and her character undergoes significant changes that are not clearly positive or negative."
Thunderbolts*,Antonia Dreykov,Olga Kurylenko,antagonist,minor,negative,medium,"Antonia Dreykov is positioned as an antagonist in 'Thunderbolts', with some minor development but primarily serves to create conflict."
Thunderbolts*,Mel,Geraldine Viswanathan,neutral,flat,none,low,Mel is a minor character in 'Thunderbolts' with limited information available about her development or role.
Thunderbolts*,Congressman Gary,Wendell Pierce,neutral,flat,none,low,Congressman Gary is a minor character with limited development and a functional role in the plot.
Thunderbolts*,Holt,Chris Bauer,neutral,flat,none,low,"Holt is a minor character with limited information available, making it difficult to assess his role and development in the story."
Thunderbolts*,Young Yelena,Violet McGraw,neutral,flat,none,low,"Young Yelena is a minor character with limited information available, making it difficult to assess her development or audience sympathy."
Thunderbolts*,Anya,Alexa Swinton,neutral,flat,none,low,"Anya is a minor character with limited information available, making it difficult to assess her role and development in the story."
Thunderbolts*,Houston,Eric Lange,neutral,flat,none,low,"Houston is a minor character with limited information available, making it difficult to assess his role and development in the story."
Thunderbolts*,Young Valentina,Chiara Stella,neutral,flat,none,low,Young Valentina appears to be a minor character with limited development and a clear role in the story.
Thunderbolts*,Valentina's Father,Stefano Carannante,neutral,flat,none,low,"Valentina's Father is a minor character with limited information available, suggesting he serves a functional role without significant development."
Thunderbolts*,Nico,Gianfranco Terrin,neutral,flat,none,low,"Nico is a minor character with limited information available, making it difficult to assess his role and development in the story."
Thunderbolts*,Russian Man,Georgui Kasaev,neutral,flat,none,low,The character 'Russian Man' appears to be a minor character with limited development and a neutral role in the story.
Thunderbolts*,Saved Little Girl,Charlotte Ann Tucker,neutral,flat,none,low,The character 'Saved Little Girl' likely serves a functional role in the plot without significant development or clear audience relationship.
Thunderbolts*,Olivia Walker,Gabrielle Byndloss,neutral,flat,none,low,"Olivia Walker is a minor character with limited information available, making it difficult to assess her role and development in the story."
Shutter Island,Teddy Daniels,Leonardo DiCaprio,protagonist,significant,ambiguous,high,"Teddy Daniels is the main character whose journey involves a complex psychological transformation, leading to an ambiguous resolution regarding his true nature and motivations."
Shutter Island,Chuck Aule,Mark Ruffalo,protagonist,significant,positive,high,"Chuck Aule is a central character who the audience roots for, and he undergoes a significant transformation as he uncovers the truth about the island and his own reality."
Shutter Island,Dr. Cawley,Ben Kingsley,antagonist,minor,negative,medium,"Dr. Cawley presents as a manipulative figure whose actions create conflict, and while he has some development, he ultimately embodies a negative influence on the protagonist."
Shutter Island,Dr. Naehring,Max von Sydow,antagonist,flat,none,medium,"Dr. Naehring serves as an opposing force to the protagonist, but does not undergo significant change throughout the story."
Shutter Island,Dolores,Michelle Williams,fallen,significant,negative,medium,Dolores starts as a sympathetic character but her tragic fate and the protagonist's perception of her deteriorate throughout the story.
Shutter Island,Rachel 1,Emily Mortimer,neutral,flat,none,low,Rachel 1 is a minor character with limited development and serves a functional role in the plot.
Shutter Island,Rachel 2,Patricia Clarkson,neutral,flat,none,low,Rachel 2 is a minor character with limited development and serves a functional role in the plot.
Shutter Island,George Noyce,Jackie Earle Haley,neutral,flat,none,medium,George Noyce serves a functional role in the plot without significant character development.
Shutter Island,Warden,Ted Levine,antagonist,flat,none,medium,Warden serves as an opposing force to the protagonist without significant character development.
Shutter Island,Deputy Warden McPherson,John Carroll Lynch,antagonist,flat,none,medium,Deputy Warden McPherson serves as an opposing force to the protagonist without significant character development.
Shutter Island,Laeddis,Elias Koteas,fallen,significant,negative,medium,"Laeddis starts as a sympathetic character but ultimately reveals darker aspects of his psyche, leading to a loss of audience sympathy."
Shutter Island,Bridget Kearns,Robin Bartlett,neutral,flat,none,low,Bridget Kearns is a minor character with limited development and a functional role in the plot.
Shutter Island,Peter Breene,Christopher Denham,neutral,flat,none,low,Peter Breene is a minor character with limited development and does not significantly impact the main narrative.
Shutter Island,Nurse Marino,Nellie Sciutto,neutral,flat,none,low,Nurse Marino is a minor character with limited development and serves a functional role in the plot.
Shutter Island,Glen Miga,Joseph Sikora,neutral,flat,none,low,Glen Miga is a minor character with limited development and does not significantly impact the main narrative.
Shutter Island,Trey Washington,Curtiss Cook,neutral,flat,none,low,Trey Washington is a minor character with limited development and does not significantly impact the main narrative.
Shutter Island,Orderly Ganton,Raymond Anthony Thomas,neutral,flat,none,low,Orderly Ganton is a minor character with limited development and serves a functional role in the plot.
Shutter Island,Inmate Billings,Joseph McKenna,neutral,flat,none,low,Inmate Billings is a minor character with limited development and does not significantly impact the story.
Shutter Island,Little Girl,Ruby Jerins,neutral,flat,none,low,The character 'Little Girl' has minimal screen time and does not undergo significant development.
Shutter Island,Ward C Guard,Tom Kemp,neutral,flat,none,low,The character 'Ward C Guard' has minimal screen time and does not undergo significant development or change throughout the film.
Ice Age,Manfred (voice),Ray Romano,protagonist,significant,positive,high,Manfred is the main character who undergoes significant growth in his relationships and values throughout the film.
Ice Age,Sid (voice),John Leguizamo,protagonist,significant,positive,high,Sid is a central character who provides comic relief and undergoes significant growth in his relationships and self-acceptance throughout the film.
Ice Age,Diego (voice),Denis Leary,protagonist,significant,positive,medium,"Diego is a key character who evolves from being self-serving to becoming a loyal friend, showcasing significant growth throughout the film."
Ice Age,Soto (voice),Goran Višnjić,neutral,flat,none,low,Soto is a minor character in 'Ice Age' with limited development and a functional role in the plot.
Ice Age,Zeke (voice),Jack Black,neutral,flat,none,low,Zeke is a minor character with limited development and does not significantly impact the main narrative.
Ice Age,Carl (voice),Cedric the Entertainer,neutral,flat,none,low,Carl is a minor character in 'Ice Age' with limited development and does not significantly impact the main narrative.
Ice Age,Frank / Start (voice),Stephen Root,neutral,flat,none,low,Frank / Start is a minor character with limited development and does not significantly impact the main narrative.
Ice Age,Oscar (voice),Diedrich Bader,neutral,flat,none,low,Oscar is a minor character in 'Ice Age' with limited development and does not significantly impact the main narrative.
Ice Age,Lenny / Freaky Mammal / Dab (voice),Alan Tudyk,neutral,flat,none,low,Lenny is a minor character with limited development and serves a functional role in the story.
Ice Age,Jennifer (voice),Lorri Bagley,neutral,flat,none,low,Jennifer is a minor character with limited development and does not significantly impact the main narrative.
Ice Age,Rachel (voice),Jane Krakowski,neutral,flat,none,low,Rachel is a minor character with limited development and does not significantly impact the main narrative.
Ice Age,Dodo / Freaky Mammal (voice),Peter Ackerman,neutral,flat,none,low,Dodo is a minor character with limited development and serves a functional role in the story.
Ice Age,Dodo (voice),P.J. Benjamin,neutral,flat,none,low,Dodo is a minor character with limited development and does not significantly impact the story.
Ice Age,Dodo / Aardvark (voice),Josh Hamilton,neutral,flat,none,low,Dodo/Aardvark is a minor character with limited development and does not significantly impact the main narrative.
Ice Age,Glyptodon (voice),Denny Dillon,neutral,flat,none,low,Glyptodon is a minor character with limited screen time and does not undergo any significant development.
Ice Age,Baby Start / Roshan (voice),Tara Strong,neutral,flat,none,low,Baby Start / Roshan is a minor character with limited development and serves a functional role in the story.
Ice Age,Dodo / Scrat (voice),Chris Wedge,neutral,flat,none,low,Dodo/Scrat serves primarily as a comedic side character with minimal development and no clear relationship with the audience.
Ice Age,Sylvia (voice) (uncredited),Kristen Johnston,neutral,flat,none,low,"Sylvia is an uncredited voice role with minimal impact on the story, suggesting a lack of development or clear audience relationship."
Ice Age,Additional Voices (voice) (uncredited),Darin De Paul,neutral,flat,none,low,The character 'Additional Voices' is uncredited and likely serves a functional role without significant development.
Ready Player One,Parzival / Wade,Tye Sheridan,protagonist,significant,positive,high,"Parzival/Wade is the main character who undergoes significant personal growth and ultimately achieves his goals, making him relatable and sympathetic to the audience."
Ready Player One,Art3mis / Samantha,Olivia Cooke,protagonist,significant,positive,medium,"Art3mis is a key character who evolves in her relationships and beliefs throughout the story, ultimately supporting the protagonist's journey."
Ready Player One,Sorrento,Ben Mendelsohn,antagonist,flat,none,high,"Sorrento serves as the primary antagonist in 'Ready Player One', opposing the protagonist without meaningful character development."
Ready Player One,Aech / Helen,Lena Waithe,protagonist,significant,positive,medium,Aech is a key ally to the protagonist and undergoes meaningful growth in their relationships and self-acceptance throughout the story.
Ready Player One,I-R0k (voice),T.J. Miller,neutral,flat,none,low,I-R0k serves a functional role in the story without significant development or a clear relationship with the audience.
Ready Player One,Curator / Ogden Morrow,Simon Pegg,neutral,flat,none,medium,Ogden Morrow serves a functional role in the story without significant character development or a clear emotional connection with the audience.
Ready Player One,Anorak / Halliday,Mark Rylance,protagonist,significant,positive,high,"Anorak/Halliday serves as a central figure whose actions and motivations drive the narrative, ultimately leading to a positive resolution for the protagonist."
Ready Player One,Sho,Philip Zhao,neutral,flat,none,low,Sho is a minor character in 'Ready Player One' with limited development and a functional role in the plot.
Ready Player One,Daito,Win Morisaki,neutral,flat,none,medium,Daito serves primarily as a supporting character in the narrative without significant development or transformation.
Ready Player One,F'Nale Zandor,Hannah John-Kamen,antagonist,flat,none,medium,F'Nale Zandor serves primarily as an antagonist in 'Ready Player One' without significant character development.
Ready Player One,Rick,Ralph Ineson,neutral,flat,none,low,Rick is a minor character with limited development and does not significantly impact the main narrative.
Ready Player One,Alice,Susan Lynch,neutral,flat,none,low,Alice is a minor character with limited development and does not significantly impact the main narrative.
Ready Player One,Mrs. Gilmore,Clare Higgins,antagonist,flat,none,medium,Mrs. Gilmore serves as an opposing force to the protagonist's goals without significant character development.
Ready Player One,Lame Tattoo Guy (Reb),Laurence Spellman,neutral,flat,none,low,Lame Tattoo Guy (Reb) is a minor character with limited development and does not significantly impact the story.
Ready Player One,Kira,Perdita Weeks,neutral,flat,none,low,Kira is a minor character with limited development and does not significantly impact the main narrative.
Ready Player One,Sixer #6655,Joel MacCormack,neutral,flat,none,low,Sixer #6655 is a minor character with limited development and does not evoke strong feelings from the audience.
Ready Player One,Reb Kid,Kit Connor,neutral,flat,none,low,Reb Kid is a minor character with limited development and does not significantly impact the main narrative.
Ready Player One,Sorrento's Assistant,Ronkẹ Adékoluẹjo,neutral,flat,none,low,Sorrento's Assistant has a minimal role and does not undergo significant development throughout the story.
Black Panther,T'Challa / Black Panther,Chadwick Boseman,protagonist,significant,positive,high,T'Challa is the main character who undergoes a significant transformation in his beliefs and responsibilities as he learns to embrace his role as a leader and protector of Wakanda.
Black Panther,Erik Killmonger,Michael B. Jordan,antagonist,significant,negative,high,"Erik Killmonger serves as the primary antagonist in 'Black Panther', but his backstory and motivations elicit sympathy, showcasing a significant internal transformation that ultimately leads to his downfall."
Black Panther,Nakia,Lupita Nyong'o,protagonist,significant,positive,high,Nakia is a key character who supports T'Challa and evolves in her beliefs about Wakanda's role in the world.
Black Panther,Okoye,Danai Gurira,protagonist,significant,positive,high,"Okoye is a loyal warrior and protector of Wakanda, whose character develops significantly as she navigates her loyalty to her king and her country."
Black Panther,Everett K. Ross,Martin Freeman,protagonist,minor,positive,medium,Everett K. Ross is a supportive character who aids the protagonist and shows some growth in his understanding of Wakanda and its people.
Black Panther,W'Kabi,Daniel Kaluuya,fallen,minor,negative,medium,"W'Kabi starts as a loyal ally but ultimately betrays T'Challa, leading to a loss of audience sympathy."
Black Panther,Shuri,Letitia Wright,protagonist,significant,positive,high,"Shuri is a central character who embodies intelligence and bravery, showing significant growth in her role as a leader and protector of Wakanda."
Black Panther,M'Baku,Winston Duke,protagonist,significant,positive,medium,"M'Baku starts as an antagonist but ultimately becomes an ally, showing growth in his relationship with T'Challa."
Black Panther,N'Jobu,Sterling K. Brown,antagonist,significant,negative,medium,"N'Jobu serves as a significant antagonist whose actions create conflict, and her character undergoes a meaningful transformation that ultimately leads to a negative outcome."
Black Panther,Ramonda,Angela Bassett,protagonist,significant,positive,high,"Ramonda is a central character who embodies strength and wisdom, guiding her son T'Challa and the nation of Wakanda through significant challenges."
Black Panther,Zuri,Forest Whitaker,neutral,flat,none,low,Zuri is a minor character with limited development and does not significantly impact the main narrative.
Black Panther,Ulysses Klaue,Andy Serkis,antagonist,flat,none,medium,Ulysses Klaue serves primarily as an antagonist in 'Black Panther' without significant character development throughout the film.
Black Panther,Ayo,Florence Kasumba,neutral,flat,none,medium,Ayo serves as a supporting character in 'Black Panther' with a clear role but does not undergo significant development or change throughout the story.
Black Panther,T'Chaka,John Kani,protagonist,significant,positive,high,"T'Chaka is portrayed as a noble leader whose legacy and decisions significantly impact the protagonist, T'Challa, leading to a meaningful exploration of values and responsibilities."
Black Panther,Limbani,David S. Lee,neutral,flat,none,low,Limbani is a minor character with limited development and does not significantly impact the main narrative.
Black Panther,Linda,Nabiyah Be,neutral,flat,none,low,Linda is a minor character with limited development and does not significantly impact the main narrative.
Black Panther,River Tribe Elder,Isaach de Bankolé,neutral,flat,none,low,The River Tribe Elder has a minimal role in the story and does not undergo significant development.
Black Panther,Mining Tribe Elder,Connie Chiume,neutral,flat,none,low,The Mining Tribe Elder is a minor character with limited development and serves a functional role in the story.
Black Panther,Merchant Tribe Elder,Dorothy Steel,neutral,flat,none,low,The Merchant Tribe Elder is a minor character with limited development and serves a functional role in the story.
Black Panther,Border Tribe Elder,Danny Sapani,neutral,flat,none,low,The Border Tribe Elder is a minor character with limited development and serves a functional role in the story.
Bugonia,Michelle,Emma Stone,neutral,flat,none,low,Michelle is a minor character in 'Bugonia' with limited development and unclear audience relationship.
Bugonia,Teddy,Jesse Plemons,neutral,flat,none,low,"Teddy is a minor character with limited information available, making it difficult to assess his role and development in the story."
Bugonia,Don,Aidan Delbis,neutral,flat,none,low,Don is a minor character in 'Bugonia' with limited development and unclear audience relationship.
Bugonia,Casey,Stavros Halkias,neutral,flat,none,low,"Casey is a minor character with limited information available, making it difficult to assess their role and development in the story."
Bugonia,Sandy,Alicia Silverstone,neutral,flat,none,low,Sandy is a minor character in 'Bugonia' with limited development and unclear audience relationship.
Bugonia,Ricky / Security Guard,J. Carmen Galindez Barrera,neutral,flat,none,low,Ricky / Security Guard appears to be a minor character with limited development and a functional role in the plot.
Bugonia,Tony,Marc T. Lewis,neutral,flat,none,low,Tony is a minor character in 'Bugonia' with limited development and unclear audience relationship.
Bugonia,Corey,Vanessa Eng,neutral,flat,none,low,"Corey is a minor character with limited information available, making it difficult to assess their role and development in the story."
Bugonia,Chris,Cedric Dumornay,neutral,flat,none,low,Chris is a minor character in 'Bugonia' with limited development and unclear audience relationship.
Bugonia,Tina,Momma Cherri,neutral,flat,none,low,"Tina is a minor character with limited information available, making it difficult to assess her role and development in the story."
Bugonia,Fredricka Whitfield,Fredricka Whitfield,neutral,flat,none,low,Fredricka Whitfield is a minor character in 'Bugonia' with limited development and impact on the overall narrative.
Bugonia,Carlos,Rafael Lopez Bravo,neutral,flat,none,low,Carlos appears to be a minor character with limited development and a neutral role in the story.
Bugonia,EMT,Yaisa,neutral,flat,none,low,The character 'EMT' played by Yaisa appears to be a minor character with limited development and a functional role in the story.
Bugonia,Detective,Teneise Mitchell Ellis,neutral,flat,none,low,The character 'Detective' played by Teneise Mitchell Ellis in 'Bugonia' appears to have a minimal role with no clear development or relationship with the audience.
Bugonia,Young Detective,Roger Carvalho,neutral,flat,none,low,The character 'Young Detective' appears to have minimal development and a functional role in the story.
Bugonia,Chief Andromedan,Atsushi Nishijima,neutral,flat,none,low,Chief Andromedan appears to be a minor character with limited development and a neutral role in the story.
Bugonia,Andromedan,Janlyn Bales,neutral,flat,none,low,Andromedan appears to be a minor character with limited development and no clear relationship with the audience.
Toy Story 2,Woody (voice),Tom Hanks,protagonist,significant,positive,high,Woody is a central character in 'Toy Story 2' who undergoes significant growth in his understanding of friendship and loyalty.
Toy Story 2,Buzz Lightyear (voice),Tim Allen,protagonist,significant,positive,high,"Buzz Lightyear evolves from a delusional toy believing he is a real space ranger to understanding his role as a toy, showcasing significant character growth and a positive resolution."
Toy Story 2,Jessie (voice),Joan Cusack,protagonist,significant,positive,high,"Jessie is a central character who undergoes significant emotional growth, revealing her backstory and forming strong bonds with the other toys."
Toy Story 2,Prospector (voice),Kelsey Grammer,antagonist,minor,negative,medium,"The Prospector initially appears as a charming character but ultimately reveals antagonistic traits, showing some minor development in his motivations."
Toy Story 2,Mr. Potato Head (voice),Don Rickles,neutral,flat,none,high,Mr. Potato Head serves as a comedic side character without significant development or change throughout the story.
Toy Story 2,Slinky Dog (voice),Jim Varney,protagonist,minor,positive,medium,"Slinky Dog is a supportive character who helps the main characters, showing loyalty and friendship, but does not undergo significant personal change."
Toy Story 2,Rex (voice),Wallace Shawn,protagonist,minor,positive,medium,"Rex is a supportive character who provides comic relief and grows slightly in confidence, making him relatable and endearing to the audience."
Toy Story 2,Hamm (voice),John Ratzenberger,neutral,flat,none,medium,Hamm serves primarily as a comedic side character without significant development or change throughout the story.
Toy Story 2,Bo Peep (voice),Annie Potts,protagonist,significant,positive,high,"Bo Peep is a central character who evolves throughout the story, showcasing growth in her relationship with Woody and the other toys."
Toy Story 2,Al McWhiggin (voice),Wayne Knight,antagonist,flat,none,medium,"Al McWhiggin serves as the antagonist in 'Toy Story 2', primarily focused on his goal of profit without meaningful character development."
Toy Story 2,Andy (voice),John Morris,neutral,flat,none,low,Andy is a minor character whose role primarily serves as a backdrop for the toys' adventures without significant development.
Toy Story 2,Andy's Mom (voice),Laurie Metcalf,neutral,flat,none,medium,Andy's Mom has a minimal role in the story and does not undergo significant development.
Toy Story 2,Mrs. Potato Head (voice),Estelle Harris,neutral,flat,none,medium,Mrs. Potato Head serves a supportive role in the story without significant character development.
Toy Story 2,Sarge (voice),R. Lee Ermey,neutral,flat,none,medium,Sarge serves a functional role in the story without significant development or emotional depth.
Toy Story 2,Barbie (voice),Jodi Benson,neutral,flat,none,low,Barbie serves a functional role in the story without significant development or emotional depth.
Toy Story 2,The Cleaner (voice),Jonathan Harris,neutral,flat,none,low,The Cleaner is a minor character with limited screen time and does not undergo any significant development.
Toy Story 2,Wheezy (voice),Joe Ranft,neutral,flat,none,low,Wheezy is a minor character with limited development and serves primarily as a background figure in the story.
Toy Story 2,Emperor Zurg (voice),Andrew Stanton,antagonist,flat,none,medium,Emperor Zurg serves primarily as a comedic antagonist in 'Toy Story 2' without significant character development.
Toy Story 2,Aliens / Additional Voices (voice),Jeff Pidgeon,neutral,flat,none,low,The character serves a minor role in the film without significant development or clear audience connection.
Toy Story 2,Additional Voices (voice),Jack Angel,neutral,flat,none,low,The character 'Additional Voices' is a minor role with no significant development or clear relationship with the audience.
Captain America: Civil War,Steve Rogers / Captain America,Chris Evans,protagonist,significant,positive,high,"Steve Rogers is the central character in 'Captain America: Civil War', and he undergoes a significant transformation in his beliefs about authority and friendship."
Captain America: Civil War,Tony Stark / Iron Man,Robert Downey Jr.,protagonist,significant,negative,high,"Tony Stark is a central character whose actions and beliefs evolve significantly throughout the film, leading to a moral conflict that ultimately alienates him from some allies."
Captain America: Civil War,Natasha Romanoff / Black Widow,Scarlett Johansson,protagonist,significant,positive,high,"Natasha Romanoff is a central character who evolves her beliefs and relationships throughout the film, ultimately aligning with the protagonists."
Captain America: Civil War,Bucky Barnes / Winter Soldier,Sebastian Stan,redeemed,significant,positive,high,"Bucky Barnes starts as an antagonist but undergoes a significant transformation, earning the audience's sympathy as he seeks redemption for his past actions."
Captain America: Civil War,Sam Wilson / Falcon,Anthony Mackie,protagonist,significant,positive,high,"Sam Wilson is a key ally to Captain America, showing growth in his role as a hero and developing a strong sense of justice and camaraderie."
Captain America: Civil War,Lieutenant James Rhodes / War Machine,Don Cheadle,protagonist,minor,positive,high,"Lieutenant James Rhodes is a loyal ally to the Avengers and supports their cause, showing some growth in his relationships and beliefs throughout the film."
Captain America: Civil War,Clint Barton / Hawkeye,Jeremy Renner,protagonist,minor,positive,high,"Clint Barton is a key character who supports the protagonists and shows some growth in his relationships, particularly with his family and fellow heroes."
Captain America: Civil War,T'Challa / Black Panther,Chadwick Boseman,protagonist,significant,positive,high,T'Challa is a central character who evolves from seeking revenge to understanding the importance of unity and peace.
Captain America: Civil War,Vision,Paul Bettany,protagonist,significant,positive,high,Vision is a central character who supports the Avengers and undergoes significant development in his understanding of humanity and relationships.
Captain America: Civil War,Wanda Maximoff / Scarlet Witch,Elizabeth Olsen,protagonist,significant,positive,high,"Wanda Maximoff is portrayed as a sympathetic character who evolves significantly throughout the story, ultimately aligning with the protagonists and demonstrating personal growth."
